college,pla,age,race,gender,income,for-profit to for-profit,for-profit to private non-profit,for-profit to 2-year public,for-profit to 4-year public,for-profit to non-transfer,private non-profit to for-profit,private non-profit to private non-profit,private non-profit to 2-year public,private non-profit to 4-year public,private non-profit to non-transfer,2-year public to for-profit,2-year public to private non-profit,2-year public to 2-year public,2-year public to 4-year public,2-year public to non-transfer,4-year public to for-profit,4-year public to private non-profit,4-year public to 2-year public,4-year public to 4-year public,4-year public to non-transfer,for-profit to non-completers,private non-profit to non-completers,2-year public to non-completers,4-year public to non-completers,non-transfer to non-completers,for-profit to graduates,private non-profit to graduates,2-year public to graduates,4-year public to graduates,non-transfer to graduates,cost,time
private non-profit,less than 15 credits,all,Black,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0137,0.0183,0.0275,0.0281,0.0816,0.0675,0.0899,0.1349,0.1381,0.4004,135939.6800,3.6860
private non-profit,less than 15 credits,all,Hispanic,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0089,0.0119,0.0178,0.0182,0.0529,0.0723,0.0963,0.1446,0.1480,0.4291,135939.6800,3.6860
private non-profit,less than 15 credits,all,White,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,all,all,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,all,Black,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0093,0.0124,0.0185,0.0190,0.0550,0.0719,0.0958,0.1439,0.1472,0.4270,135939.6800,3.6860
private non-profit,less than 15 credits,all,Hispanic,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0058,0.0077,0.0116,0.0118,0.0343,0.0754,0.1005,0.1508,0.1544,0.4477,135939.6800,3.6860
private non-profit,less than 15 credits,all,White,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,all,all,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0102,0.0136,0.0205,0.0209,0.0607,0.0710,0.0946,0.1419,0.1453,0.4213,135939.6800,3.6860
private non-profit,less than 15 credits,all,Black,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0168,0.0224,0.0336,0.0344,0.0997,0.0644,0.0858,0.1288,0.1318,0.3823,135939.6800,3.6860
private non-profit,less than 15 credits,all,Hispanic,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0133,0.0177,0.0266,0.0272,0.0790,0.0679,0.0905,0.1358,0.1390,0.4030,135939.6800,3.6860
private non-profit,less than 15 credits,all,White,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,all,all,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0111,0.0148,0.0222,0.0228,0.0660,0.0701,0.0934,0.1402,0.1434,0.4160,135939.6800,3.6860
private non-profit,less than 15 credits,all,Black,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0185,0.0246,0.0370,0.0378,0.1097,0.0627,0.0836,0.1254,0.1284,0.3723,135939.6800,3.6860
private non-profit,less than 15 credits,all,Hispanic,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0200,0.0300,0.0307,0.0889,0.0662,0.0882,0.1324,0.1355,0.3931,135939.6800,3.6860
private non-profit,less than 15 credits,all,White,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,all,all,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0074,0.0098,0.0148,0.0151,0.0438,0.0738,0.0984,0.1476,0.1511,0.4382,135939.6800,3.6860
private non-profit,less than 15 credits,all,Black,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0148,0.0197,0.0295,0.0302,0.0876,0.0664,0.0885,0.1329,0.1360,0.3944,135939.6800,3.6860
private non-profit,less than 15 credits,all,Hispanic,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0119,0.0159,0.0239,0.0244,0.0708,0.0693,0.0923,0.1385,0.1418,0.4112,135939.6800,3.6860
private non-profit,less than 15 credits,all,White,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,all,all,male,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0149,0.0199,0.0298,0.0305,0.0884,0.0663,0.0883,0.1326,0.1357,0.3936,135939.6800,3.6860
private non-profit,less than 15 credits,all,Black,male,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0216,0.0288,0.0432,0.0442,0.1283,0.0596,0.0794,0.1192,0.1220,0.3537,135939.6800,3.6860
private non-profit,less than 15 credits,all,Hispanic,male,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0188,0.0250,0.0376,0.0385,0.1116,0.0624,0.0832,0.1248,0.1277,0.3704,135939.6800,3.6860
private non-profit,less than 15 credits,all,White,male,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0043,0.0064,0.0066,0.0190,0.0780,0.1039,0.1560,0.1596,0.4630,135939.6800,3.6860
private non-profit,less than 15 credits,all,all,all,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0024,0.0032,0.0049,0.0050,0.0145,0.0788,0.1050,0.1575,0.1612,0.4675,135939.6800,3.6860
private non-profit,less than 15 credits,all,Black,all,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0089,0.0119,0.0178,0.0182,0.0528,0.0723,0.0963,0.1446,0.1480,0.4292,135939.6800,3.6860
private non-profit,less than 15 credits,all,Hispanic,all,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0054,0.0072,0.0108,0.0111,0.0321,0.0758,0.1010,0.1516,0.1551,0.4499,135939.6800,3.6860
private non-profit,less than 15 credits,all,White,all,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,all,all,female,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,all,Black,female,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0047,0.0063,0.0095,0.0097,0.0281,0.0765,0.1019,0.1529,0.1565,0.4539,135939.6800,3.6860
private non-profit,less than 15 credits,all,Hispanic,female,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0025,0.0038,0.0039,0.0113,0.0793,0.1057,0.1586,0.1623,0.4707,135939.6800,3.6860
private non-profit,less than 15 credits,all,White,female,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,all,all,male,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0053,0.0071,0.0106,0.0109,0.0316,0.0759,0.1011,0.1518,0.1553,0.4504,135939.6800,3.6860
private non-profit,less than 15 credits,all,Black,male,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0116,0.0154,0.0232,0.0237,0.0688,0.0696,0.0928,0.1392,0.1425,0.4132,135939.6800,3.6860
private non-profit,less than 15 credits,all,Hispanic,male,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0088,0.0117,0.0175,0.0179,0.0520,0.0724,0.0965,0.1449,0.1483,0.4300,135939.6800,3.6860
private non-profit,less than 15 credits,all,White,male,middle or high income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,all,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,all,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0172,0.0229,0.0344,0.0352,0.1022,0.0640,0.0853,0.1280,0.1310,0.3798,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,Black,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,Black,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0247,0.0329,0.0494,0.0506,0.1466,0.0565,0.0753,0.1130,0.1156,0.3354,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,Hispanic,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,Hispanic,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0212,0.0283,0.0424,0.0434,0.1259,0.0600,0.0799,0.1200,0.1228,0.3561,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,White,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,White,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0080,0.0121,0.0123,0.0358,0.0752,0.1002,0.1503,0.1539,0.4462,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,all,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,all,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0136,0.0181,0.0272,0.0278,0.0807,0.0676,0.0901,0.1352,0.1384,0.4013,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,Black,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,Black,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.0280,0.0421,0.0431,0.1249,0.0602,0.0802,0.1203,0.1231,0.3571,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,Hispanic,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,Hispanic,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0182,0.0243,0.0365,0.0373,0.1082,0.0630,0.0839,0.1259,0.1289,0.3738,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,White,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,White,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0026,0.0035,0.0053,0.0054,0.0156,0.0786,0.1047,0.1571,0.1608,0.4664,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,all,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,all,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0211,0.0282,0.0423,0.0432,0.1254,0.0601,0.0800,0.1201,0.1230,0.3566,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,Black,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0045,0.0060,0.0090,0.0092,0.0266,0.0767,0.1022,0.1534,0.1570,0.4554,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,Black,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0279,0.0372,0.0558,0.0571,0.1657,0.0533,0.0710,0.1066,0.1091,0.3163,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,Hispanic,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,0.0022,0.0033,0.0034,0.0099,0.0795,0.1060,0.1591,0.1628,0.4721,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,Hispanic,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0251,0.0334,0.0502,0.0513,0.1489,0.0561,0.0748,0.1122,0.1149,0.3331,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,White,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,White,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0095,0.0127,0.0190,0.0194,0.0564,0.0717,0.0955,0.1434,0.1468,0.4256,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,all,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,all,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0228,0.0304,0.0456,0.0467,0.1354,0.0584,0.0778,0.1168,0.1195,0.3466,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,Black,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,0.0087,0.0131,0.0134,0.0389,0.0746,0.0995,0.1493,0.1528,0.4431,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,Black,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.0399,0.0600,0.0614,0.1780,0.0512,0.0683,0.1024,0.1048,0.3040,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,Hispanic,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0037,0.0050,0.0075,0.0076,0.0221,0.0775,0.1032,0.1549,0.1586,0.4599,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,Hispanic,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0272,0.0362,0.0543,0.0556,0.1612,0.0540,0.0720,0.1081,0.1106,0.3208,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,White,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,White,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0116,0.0154,0.0231,0.0237,0.0687,0.0696,0.0928,0.1393,0.1425,0.4133,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,all,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,all,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0195,0.0260,0.0390,0.0399,0.1158,0.0617,0.0822,0.1234,0.1263,0.3662,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,Black,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0030,0.0040,0.0061,0.0062,0.0180,0.0782,0.1042,0.1563,0.1600,0.4640,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,Black,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0266,0.0355,0.0533,0.0545,0.1582,0.0546,0.0727,0.1091,0.1117,0.3238,135939.6800,3.6860
private non-profit,less than 15 credits,18 to 24,Hispanic,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0022,0.0032,0.0033,0.0096,0.0796,0.1060,0.1592,0.1629,0.4724,135939.6800,3.6860
private non-profit,less than 15 credits,over 24,Hispanic,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.1082,0.1624,0.1662,0.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0242,0.0323,0.0485,0.0496,0.1438,0.0570,0.0759,0.1139,0.1166,0.3382,135939.6800,3.6860
